dataset,dataset_spec,dataset_meta,arm,arm_index_bytes,arm_build_seconds,ext_stats,qid,family,sql,target_selectivity,true_rows,n_rows,params,achieved_selectivity,exec_ms_median,exec_ms_min,exec_ms_max,exec_ms_mean,exec_ms_stdev,runs,access_path,indexes_used,node_types,est_rows,actual_rows,total_cost,shared_hit,shared_read,planning_time_ms,scale,zipf_s,dep_strength,physical_corr,selectivity,variant
baseline,"{'name': 'baseline', 'n_rows': 10000000, 'zipf_s': 0.0, 'dep_strength': 0.0, 'physical_corr': 0.0, 'domain_skew': 10000, 'domain_a': 100, 'domain_b': 100, 'seed': 42}","{'realised_ts_rank_corr': -6.806566253571457e-05, 'pg_stats': {'heap_bytes': 1170472960, 'total_bytes': 1170792448, 'reltuples': 10000266.0, 'columns': {'id': {'n_distinct': -1.0, 'correlation': 1.0}, 'k_uniform': {'n_distinct': 9991.0, 'correlation': 0.00078641047}, 'k_skew': {'n_distinct': 10019.0, 'correlation': 0.00088289974}, 'a': {'n_distinct': 100.0, 'correlation': 0.0045174626}, 'b': {'n_distinct': 100.0, 'correlation': 0.0005511159}, 'ts': {'n_distinct': -0.95750415, 'correlation': 0.0006675184}, 'payload': {'n_distinct': 256.0, 'correlation': 0.0135426195}}}}",none,{},0.33166030000029423,False,range_0.0001,range,SELECT * FROM t_baseline WHERE k_skew BETWEEN 4999 AND 5000,0.0001,1980,10000000,"{'lo': 4999, 'hi': 5000}",0.000198,838.7265,827.8,846.187,839.0841666666666,6.89214977831061,"[836.913, 846.187, 840.276, 837.177, 846.152, 827.8]",seqscan,,['Seq Scan'],1867.0,1980.0,292859.0,5354,137526,0.037,10m,0.0,0.0,0.0,0.000198,
baseline,"{'name': 'baseline', 'n_rows': 10000000, 'zipf_s': 0.0, 'dep_strength': 0.0, 'physical_corr': 0.0, 'domain_skew': 10000, 'domain_a': 100, 'domain_b': 100, 'seed': 42}","{'realised_ts_rank_corr': -6.806566253571457e-05, 'pg_stats': {'heap_bytes': 1170472960, 'total_bytes': 1170792448, 'reltuples': 10000266.0, 'columns': {'id': {'n_distinct': -1.0, 'correlation': 1.0}, 'k_uniform': {'n_distinct': 9991.0, 'correlation': 0.00078641047}, 'k_skew': {'n_distinct': 10019.0, 'correlation': 0.00088289974}, 'a': {'n_distinct': 100.0, 'correlation': 0.0045174626}, 'b': {'n_distinct': 100.0, 'correlation': 0.0005511159}, 'ts': {'n_distinct': -0.95750415, 'correlation': 0.0006675184}, 'payload': {'n_distinct': 256.0, 'correlation': 0.0135426195}}}}",none,{},0.33166030000029423,False,tsrange_0.0001,ts_range,SELECT * FROM t_baseline WHERE ts BETWEEN 1656659868 AND 1656675884,0.0001,1000,10000000,"{'lo': 1656659868, 'hi': 1656675884}",0.0001,874.4005,869.186,907.826,879.9843333333333,14.648639154087542,"[907.826, 883.646, 877.086, 871.715, 869.186, 870.447]",seqscan,,['Seq Scan'],976.0,1000.0,292859.0,5582,137298,0.037,10m,0.0,0.0,0.0,0.0001,
baseline,"{'name': 'baseline', 'n_rows': 10000000, 'zipf_s': 0.0, 'dep_strength': 0.0, 'physical_corr': 0.0, 'domain_skew': 10000, 'domain_a': 100, 'domain_b': 100, 'seed': 42}","{'realised_ts_rank_corr': -6.806566253571457e-05, 'pg_stats': {'heap_bytes': 1170472960, 'total_bytes': 1170792448, 'reltuples': 10000266.0, 'columns': {'id': {'n_distinct': -1.0, 'correlation': 1.0}, 'k_uniform': {'n_distinct': 9991.0, 'correlation': 0.00078641047}, 'k_skew': {'n_distinct': 10019.0, 'correlation': 0.00088289974}, 'a': {'n_distinct': 100.0, 'correlation': 0.0045174626}, 'b': {'n_distinct': 100.0, 'correlation': 0.0005511159}, 'ts': {'n_distinct': -0.95750415, 'correlation': 0.0006675184}, 'payload': {'n_distinct': 256.0, 'correlation': 0.0135426195}}}}",none,{},0.33166030000029423,False,range_0.001,range,SELECT * FROM t_baseline WHERE k_skew BETWEEN 4994 AND 5004,0.001,11049,10000000,"{'lo': 4994, 'hi': 5004}",0.0011049,805.0335,792.627,825.161,805.913,11.497554609568066,"[803.982, 825.161, 806.085, 810.931, 792.627, 796.692]",seqscan,,['Seq Scan'],9671.0,11049.0,292859.0,5807,137073,0.035,10m,0.0,0.0,0.0,0.0011049,
baseline,"{'name': 'baseline', 'n_rows': 10000000, 'zipf_s': 0.0, 'dep_strength': 0.0, 'physical_corr': 0.0, 'domain_skew': 10000, 'domain_a': 100, 'domain_b': 100, 'seed': 42}","{'realised_ts_rank_corr': -6.806566253571457e-05, 'pg_stats': {'heap_bytes': 1170472960, 'total_bytes': 1170792448, 'reltuples': 10000266.0, 'columns': {'id': {'n_distinct': -1.0, 'correlation': 1.0}, 'k_uniform': {'n_distinct': 9991.0, 'correlation': 0.00078641047}, 'k_skew': {'n_distinct': 10019.0, 'correlation': 0.00088289974}, 'a': {'n_distinct': 100.0, 'correlation': 0.0045174626}, 'b': {'n_distinct': 100.0, 'correlation': 0.0005511159}, 'ts': {'n_distinct': -0.95750415, 'correlation': 0.0006675184}, 'payload': {'n_distinct': 256.0, 'correlation': 0.0135426195}}}}",none,{},0.33166030000029423,False,tsrange_0.001,ts_range,SELECT * FROM t_baseline WHERE ts BETWEEN 1656590322 AND 1656745126,0.001,10000,10000000,"{'lo': 1656590322, 'hi': 1656745126}",0.001,858.3710000000001,845.892,895.599,864.4830000000001,17.676366696807357,"[873.442, 895.599, 855.223, 860.335, 856.407, 845.892]",seqscan,,['Seq Scan'],9425.0,10000.0,292859.0,6032,136848,0.04,10m,0.0,0.0,0.0,0.001,
baseline,"{'name': 'baseline', 'n_rows': 10000000, 'zipf_s': 0.0, 'dep_strength': 0.0, 'physical_corr': 0.0, 'domain_skew': 10000, 'domain_a': 100, 'domain_b': 100, 'seed': 42}","{'realised_ts_rank_corr': -6.806566253571457e-05, 'pg_stats': {'heap_bytes': 1170472960, 'total_bytes': 1170792448, 'reltuples': 10000266.0, 'columns': {'id': {'n_distinct': -1.0, 'correlation': 1.0}, 'k_uniform': {'n_distinct': 9991.0, 'correlation': 0.00078641047}, 'k_skew': {'n_distinct': 10019.0, 'correlation': 0.00088289974}, 'a': {'n_distinct': 100.0, 'correlation': 0.0045174626}, 'b': {'n_distinct': 100.0, 'correlation': 0.0005511159}, 'ts': {'n_distinct': -0.95750415, 'correlation': 0.0006675184}, 'payload': {'n_distinct': 256.0, 'correlation': 0.0135426195}}}}",none,{},0.33166030000029423,False,range_0.01,range,SELECT * FROM t_baseline WHERE k_skew BETWEEN 4949 AND 5049,0.01,101098,10000000,"{'lo': 4949, 'hi': 5049}",0.0101098,787.0925,784.296,790.972,787.2778333333332,2.158788309831837,"[786.747, 787.438, 787.553, 786.661, 784.296, 790.972]",seqscan,,['Seq Scan'],95561.0,101098.0,292880.0,6229,136651,1.069,10m,0.0,0.0,0.0,0.0101098,
baseline,"{'name': 'baseline', 'n_rows': 10000000, 'zipf_s': 0.0, 'dep_strength': 0.0, 'physical_corr': 0.0, 'domain_skew': 10000, 'domain_a': 100, 'domain_b': 100, 'seed': 42}","{'realised_ts_rank_corr': -6.806566253571457e-05, 'pg_stats': {'heap_bytes': 1170472960, 'total_bytes': 1170792448, 'reltuples': 10000266.0, 'columns': {'id': {'n_distinct': -1.0, 'correlation': 1.0}, 'k_uniform': {'n_distinct': 9991.0, 'correlation': 0.00078641047}, 'k_skew': {'n_distinct': 10019.0, 'correlation': 0.00088289974}, 'a': {'n_distinct': 100.0, 'correlation': 0.0045174626}, 'b': {'n_distinct': 100.0, 'correlation': 0.0005511159}, 'ts': {'n_distinct': -0.95750415, 'correlation': 0.0006675184}, 'payload': {'n_distinct': 256.0, 'correlation': 0.0135426195}}}}",none,{},0.33166030000029423,False,tsrange_0.01,ts_range,SELECT * FROM t_baseline WHERE ts BETWEEN 1655878682 AND 1657452107,0.01,100000,10000000,"{'lo': 1655878682, 'hi': 1657452107}",0.01,853.3005,842.19,861.039,853.3471666666668,6.4859669877872825,"[858.316, 861.039, 842.19, 851.937, 853.23, 853.371]",seqscan,,['Seq Scan'],97173.0,100000.0,292880.0,6453,136427,0.037,10m,0.0,0.0,0.0,0.01,
baseline,"{'name': 'baseline', 'n_rows': 10000000, 'zipf_s': 0.0, 'dep_strength': 0.0, 'physical_corr': 0.0, 'domain_skew': 10000, 'domain_a': 100, 'domain_b': 100, 'seed': 42}","{'realised_ts_rank_corr': -6.806566253571457e-05, 'pg_stats': {'heap_bytes': 1170472960, 'total_bytes': 1170792448, 'reltuples': 10000266.0, 'columns': {'id': {'n_distinct': -1.0, 'correlation': 1.0}, 'k_uniform': {'n_distinct': 9991.0, 'correlation': 0.00078641047}, 'k_skew': {'n_distinct': 10019.0, 'correlation': 0.00088289974}, 'a': {'n_distinct': 100.0, 'correlation': 0.0045174626}, 'b': {'n_distinct': 100.0, 'correlation': 0.0005511159}, 'ts': {'n_distinct': -0.95750415, 'correlation': 0.0006675184}, 'payload': {'n_distinct': 256.0, 'correlation': 0.0135426195}}}}",none,{},0.33166030000029423,False,range_0.05,range,SELECT * FROM t_baseline WHERE k_skew BETWEEN 4749 AND 5249,0.05,500678,10000000,"{'lo': 4749, 'hi': 5249}",0.0500678,789.886,786.837,803.736,792.3164999999999,6.072619393638963,"[790.17, 786.837, 789.602, 803.736, 794.164, 789.39]",seqscan,,['Seq Scan'],487106.0,500678.0,292880.0,6677,136203,0.039,10m,0.0,0.0,0.0,0.0500678,
baseline,"{'name': 'baseline', 'n_rows': 10000000, 'zipf_s': 0.0, 'dep_strength': 0.0, 'physical_corr': 0.0, 'domain_skew': 10000, 'domain_a': 100, 'domain_b': 100, 'seed': 42}","{'realised_ts_rank_corr': -6.806566253571457e-05, 'pg_stats': {'heap_bytes': 1170472960, 'total_bytes': 1170792448, 'reltuples': 10000266.0, 'columns': {'id': {'n_distinct': -1.0, 'correlation': 1.0}, 'k_uniform': {'n_distinct': 9991.0, 'correlation': 0.00078641047}, 'k_skew': {'n_distinct': 10019.0, 'correlation': 0.00088289974}, 'a': {'n_distinct': 100.0, 'correlation': 0.0045174626}, 'b': {'n_distinct': 100.0, 'correlation': 0.0005511159}, 'ts': {'n_distinct': -0.95750415, 'correlation': 0.0006675184}, 'payload': {'n_distinct': 256.0, 'correlation': 0.0135426195}}}}",none,{},0.33166030000029423,False,tsrange_0.05,ts_range,SELECT * FROM t_baseline WHERE ts BETWEEN 1652722804 AND 1660601516,0.05,500000,10000000,"{'lo': 1652722804, 'hi': 1660601516}",0.05,853.884,847.385,870.907,856.1421666666666,8.038327970832425,"[858.192, 870.907, 852.601, 853.034, 854.734, 847.385]",seqscan,,['Seq Scan'],493688.0,500000.0,292880.0,6901,135979,0.048,10m,0.0,0.0,0.0,0.05,
baseline,"{'name': 'baseline', 'n_rows': 10000000, 'zipf_s': 0.0, 'dep_strength': 0.0, 'physical_corr': 0.0, 'domain_skew': 10000, 'domain_a': 100, 'domain_b': 100, 'seed': 42}","{'realised_ts_rank_corr': -6.806566253571457e-05, 'pg_stats': {'heap_bytes': 1170472960, 'total_bytes': 1170792448, 'reltuples': 10000266.0, 'columns': {'id': {'n_distinct': -1.0, 'correlation': 1.0}, 'k_uniform': {'n_distinct': 9991.0, 'correlation': 0.00078641047}, 'k_skew': {'n_distinct': 10019.0, 'correlation': 0.00088289974}, 'a': {'n_distinct': 100.0, 'correlation': 0.0045174626}, 'b': {'n_distinct': 100.0, 'correlation': 0.0005511159}, 'ts': {'n_distinct': -0.95750415, 'correlation': 0.0006675184}, 'payload': {'n_distinct': 256.0, 'correlation': 0.0135426195}}}}",none,{},0.33166030000029423,False,range_0.1,range,SELECT * FROM t_baseline WHERE k_skew BETWEEN 4498 AND 5500,0.1,1001362,10000000,"{'lo': 4498, 'hi': 5500}",0.1001362,806.016,804.144,807.959,806.0079999999999,1.4857626997606128,"[806.266, 804.61, 805.766, 807.959, 807.303, 804.144]",seqscan,,['Seq Scan'],1010323.0,1001362.0,292880.0,7125,135755,0.038,10m,0.0,0.0,0.0,0.1001362,
baseline,"{'name': 'baseline', 'n_rows': 10000000, 'zipf_s': 0.0, 'dep_strength': 0.0, 'physical_corr': 0.0, 'domain_skew': 10000, 'domain_a': 100, 'domain_b': 100, 'seed': 42}","{'realised_ts_rank_corr': -6.806566253571457e-05, 'pg_stats': {'heap_bytes': 1170472960, 'total_bytes': 1170792448, 'reltuples': 10000266.0, 'columns': {'id': {'n_distinct': -1.0, 'correlation': 1.0}, 'k_uniform': {'n_distinct': 9991.0, 'correlation': 0.00078641047}, 'k_skew': {'n_distinct': 10019.0, 'correlation': 0.00088289974}, 'a': {'n_distinct': 100.0, 'correlation': 0.0045174626}, 'b': {'n_distinct': 100.0, 'correlation': 0.0005511159}, 'ts': {'n_distinct': -0.95750415, 'correlation': 0.0006675184}, 'payload': {'n_distinct': 256.0, 'correlation': 0.0135426195}}}}",none,{},0.33166030000029423,False,tsrange_0.1,ts_range,SELECT * FROM t_baseline WHERE ts BETWEEN 1648767963 AND 1664541044,0.1,1000000,10000000,"{'lo': 1648767963, 'hi': 1664541044}",0.1,871.323,864.977,882.453,872.2673333333332,6.788268988974043,"[875.049, 867.103, 867.597, 876.425, 882.453, 864.977]",seqscan,,['Seq Scan'],1003118.0,1000000.0,292880.0,7349,135531,0.037,10m,0.0,0.0,0.0,0.1,
baseline,"{'name': 'baseline', 'n_rows': 10000000, 'zipf_s': 0.0, 'dep_strength': 0.0, 'physical_corr': 0.0, 'domain_skew': 10000, 'domain_a': 100, 'domain_b': 100, 'seed': 42}","{'realised_ts_rank_corr': -6.806566253571457e-05, 'pg_stats': {'heap_bytes': 1170472960, 'total_bytes': 1170792448, 'reltuples': 10000266.0, 'columns': {'id': {'n_distinct': -1.0, 'correlation': 1.0}, 'k_uniform': {'n_distinct': 9991.0, 'correlation': 0.00078641047}, 'k_skew': {'n_distinct': 10019.0, 'correlation': 0.00088289974}, 'a': {'n_distinct': 100.0, 'correlation': 0.0045174626}, 'b': {'n_distinct': 100.0, 'correlation': 0.0005511159}, 'ts': {'n_distinct': -0.95750415, 'correlation': 0.0006675184}, 'payload': {'n_distinct': 256.0, 'correlation': 0.0135426195}}}}",none,{},0.33166030000029423,False,range_0.2,range,SELECT * FROM t_baseline WHERE k_skew BETWEEN 3999 AND 5999,0.2,2000732,10000000,"{'lo': 3999, 'hi': 5999}",0.2000732,820.8389999999999,818.873,828.017,822.2686666666667,3.7533498993121586,"[821.675, 820.003, 819.34, 825.704, 818.873, 828.017]",seqscan,,['Seq Scan'],2006519.0,2000732.0,292880.0,7573,135307,0.04,10m,0.0,0.0,0.0,0.2000732,
